date,home_team,away_team,winning_team
2001-01-09,Toronto Raptors,Houston Rockets,1
2001-01-09,Atlanta Hawks,Seattle SuperSonics,1
2001-01-09,New Jersey Nets,Philadelphia 76ers,1
2001-01-09,Milwaukee Bucks,Washington Wizards,0
2001-01-09,Orlando Magic,San Antonio Spurs,1
2001-01-09,Utah Jazz,Indiana Pacers,0
2001-01-09,Vancouver Grizzlies,Denver Nuggets,1
2001-01-10,Boston Celtics,Miami Heat,0
2001-01-10,Washington Wizards,Seattle SuperSonics,1
2001-01-10,Detroit Pistons,Toronto Raptors,1
2001-01-10,Minnesota Timberwolves,Dallas Mavericks,1
2001-01-10,Philadelphia 76ers,Portland Trail Blazers,1
2001-01-10,Los Angeles Clippers,Denver Nuggets,0
2001-01-10,Sacramento Kings,Cleveland Cavaliers,0
2001-01-11,Atlanta Hawks,Golden State Warriors,0
2001-01-11,Charlotte Hornets,Portland Trail Blazers,1
2001-01-11,New Jersey Nets,Orlando Magic,1
2001-01-11,New York Knicks,Houston Rockets,1
2001-01-11,Milwaukee Bucks,Dallas Mavericks,0
2001-01-11,Phoenix Suns,Indiana Pacers,0
2001-01-12,Washington Wizards,Philadelphia 76ers,1
2001-01-12,Boston Celtics,Toronto Raptors,1
2001-01-12,Detroit Pistons,San Antonio Spurs,1
2001-01-12,Minnesota Timberwolves,Los Angeles Clippers,0
2001-01-12,Chicago Bulls,Charlotte Hornets,1
2001-01-12,Denver Nuggets,Sacramento Kings,0
2001-01-12,Seattle SuperSonics,Vancouver Grizzlies,0
2001-01-12,Los Angeles Lakers,Cleveland Cavaliers,0
2001-01-13,Dallas Mavericks,Phoenix Suns,1
2001-01-13,New York Knicks,Portland Trail Blazers,0
2001-01-13,Atlanta Hawks,Los Angeles Clippers,0
2001-01-13,Indiana Pacers,Miami Heat,0
2001-01-13,Orlando Magic,Golden State Warriors,0
2001-01-13,Philadelphia 76ers,San Antonio Spurs,0
2001-01-13,Houston Rockets,Sacramento Kings,1
2001-01-13,Milwaukee Bucks,New Jersey Nets,0
2001-01-13,Utah Jazz,Los Angeles Lakers,0
2001-01-13,Vancouver Grizzlies,Cleveland Cavaliers,0
2001-01-14,Toronto Raptors,Charlotte Hornets,0
2001-01-14,Detroit Pistons,Portland Trail Blazers,1
2001-01-14,Miami Heat,Chicago Bulls,0
2001-01-14,Phoenix Suns,Seattle SuperSonics,1
2001-01-15,New York Knicks,San Antonio Spurs,0
2001-01-15,Washington Wizards,Milwaukee Bucks,1
2001-01-15,Philadelphia 76ers,Charlotte Hornets,0
2001-01-15,Atlanta Hawks,New Jersey Nets,1
2001-01-15,Dallas Mavericks,Sacramento Kings,1
2001-01-15,Minnesota Timberwolves,Boston Celtics,1
2001-01-15,Golden State Warriors,Cleveland Cavaliers,1
2001-01-15,Indiana Pacers,Los Angeles Clippers,0
2001-01-15,Orlando Magic,Chicago Bulls,0
2001-01-15,Los Angeles Lakers,Vancouver Grizzlies,0
2001-01-15,Denver Nuggets,Seattle SuperSonics,0
2001-01-15,Utah Jazz,Houston Rockets,0
2001-01-16,Miami Heat,Detroit Pistons,0
2001-01-16,Houston Rockets,Toronto Raptors,0
2001-01-16,Milwaukee Bucks,Los Angeles Clippers,0
2001-01-16,Portland Trail Blazers,Cleveland Cavaliers,0
2001-01-17,Philadelphia 76ers,Chicago Bulls,0
2001-01-17,Charlotte Hornets,Dallas Mavericks,1
2001-01-17,New Jersey Nets,Washington Wizards,0
2001-01-17,Utah Jazz,Minnesota Timberwolves,1
2001-01-17,San Antonio Spurs,Toronto Raptors,1
2001-01-17,Denver Nuggets,Vancouver Grizzlies,0
2001-01-17,Sacramento Kings,Boston Celtics,0
2001-01-17,Seattle SuperSonics,Phoenix Suns,1
2001-01-18,Indiana Pacers,Atlanta Hawks,0
2001-01-18,Dallas Mavericks,Orlando Magic,0
2001-01-18,Portland Trail Blazers,Miami Heat,0
2001-01-18,Chicago Bulls,Detroit Pistons,1
2001-01-18,Golden State Warriors,Houston Rockets,1
2001-01-18,Los Angeles Clippers,Boston Celtics,1
2001-01-19,Philadelphia 76ers,New Jersey Nets,0
2001-01-19,Toronto Raptors,Washington Wizards,0
2001-01-19,Charlotte Hornets,Milwaukee Bucks,1
2001-01-19,Detroit Pistons,New York Knicks,1
2001-01-19,Denver Nuggets,Cleveland Cavaliers,0
2001-01-19,Phoenix Suns,Golden State Warriors,1
2001-01-19,Seattle SuperSonics,Minnesota Timberwolves,1
2001-01-19,Vancouver Grizzlies,Miami Heat,1
2001-01-19,Los Angeles Lakers,Houston Rockets,0
2001-01-20,Portland Trail Blazers,Sacramento Kings,1
2001-01-20,Dallas Mavericks,Denver Nuggets,0
2001-01-20,New Jersey Nets,Chicago Bulls,0
2001-01-20,San Antonio Spurs,Orlando Magic,1
2001-01-21,New York Knicks,Indiana Pacers,1
2001-01-21,Washington Wizards,Atlanta Hawks,0
2001-01-21,Philadelphia 76ers,Toronto Raptors,1
2001-01-21,Utah Jazz,Phoenix Suns,0
2001-01-21,Vancouver Grizzlies,Minnesota Timberwolves,1
2001-01-21,Los Angeles Lakers,Miami Heat,1
2001-01-21,Detroit Pistons,Milwaukee Bucks,1
2001-01-21,Golden State Warriors,Boston Celtics,0
2001-01-21,Seattle SuperSonics,Sacramento Kings,0
2001-01-22,Cleveland Cavaliers,Portland Trail Blazers,0
2001-01-23,Boston Celtics,Atlanta Hawks,0
2001-01-23,Washington Wizards,Charlotte Hornets,0
2001-01-23,Orlando Magic,Toronto Raptors,0
2001-01-23,Dallas Mavericks,Philadelphia 76ers,1
2001-01-23,Milwaukee Bucks,New York Knicks,0
2001-01-23,Minnesota Timberwolves,Phoenix Suns,0
2001-01-23,Seattle SuperSonics,Los Angeles Lakers,0
2001-01-23,Chicago Bulls,Portland Trail Blazers,1
2001-01-23,San Antonio Spurs,Vancouver Grizzlies,0
2001-01-23,Denver Nuggets,Houston Rockets,0
2001-01-23,Utah Jazz,Golden State Warriors,0
2001-01-23,Sacramento Kings,New Jersey Nets,0
2001-01-24,Cleveland Cavaliers,Chicago Bulls,0
2001-01-24,Detroit Pistons,Phoenix Suns,1
2001-01-24,Miami Heat,Toronto Raptors,0
2001-01-24,Charlotte Hornets,New York Knicks,0
2001-01-24,Houston Rockets,Philadelphia 76ers,1
2001-01-24,Golden State Warriors,New Jersey Nets,0
2001-01-24,Los Angeles Clippers,Seattle SuperSonics,1
2001-01-25,Dallas Mavericks,Vancouver Grizzlies,0
2001-01-25,Indiana Pacers,Portland Trail Blazers,1
2001-01-25,Minnesota Timberwolves,Orlando Magic,0
2001-01-25,Utah Jazz,Denver Nuggets,0
2001-01-25,Sacramento Kings,San Antonio Spurs,1
2001-01-26,Philadelphia 76ers,Detroit Pistons,0
2001-01-26,Atlanta Hawks,Washington Wizards,1
2001-01-26,Boston Celtics,Phoenix Suns,0
2001-01-26,Houston Rockets,Vancouver Grizzlies,0
2001-01-26,Golden State Warriors,Seattle SuperSonics,1
2001-01-26,Los Angeles Lakers,New Jersey Nets,0
2001-01-27,Utah Jazz,San Antonio Spurs,1
2001-01-27,Chicago Bulls,Toronto Raptors,1
2001-01-27,Minnesota Timberwolves,Portland Trail Blazers,0
2001-01-27,Orlando Magic,Miami Heat,1
2001-01-27,Charlotte Hornets,Houston Rockets,1
2001-01-27,Cleveland Cavaliers,Atlanta Hawks,1
2001-01-27,Washington Wizards,Phoenix Suns,0
2001-01-27,Milwaukee Bucks,Detroit Pistons,1
2001-01-27,Denver Nuggets,Dallas Mavericks,0
2001-01-27,Seattle SuperSonics,New Jersey Nets,0
2001-01-27,Los Angeles Clippers,Sacramento Kings,1
2001-01-28,Indiana Pacers,Philadelphia 76ers,1
2001-01-28,New York Knicks,Los Angeles Lakers,0
2001-01-29,Boston Celtics,Detroit Pistons,0
2001-01-29,Washington Wizards,Cleveland Cavaliers,0
2001-01-29,Atlanta Hawks,Phoenix Suns,1
2001-01-29,Minnesota Timberwolves,Milwaukee Bucks,0
2001-01-29,Denver Nuggets,Utah Jazz,1
2001-01-29,Vancouver Grizzlies,New Jersey Nets,0
2001-01-29,Golden State Warriors,Charlotte Hornets,1
2001-01-29,Los Angeles Clippers,San Antonio Spurs,1
2001-01-30,Cleveland Cavaliers,Los Angeles Lakers,1
2001-01-30,Orlando Magic,Indiana Pacers,0
2001-01-30,Toronto Raptors,Philadelphia 76ers,0
2001-01-30,Houston Rockets,Miami Heat,1
2001-01-30,Portland Trail Blazers,Chicago Bulls,0
2001-01-30,Seattle SuperSonics,Utah Jazz,1
2001-01-30,Sacramento Kings,Golden State Warriors,0
2001-01-31,Indiana Pacers,Boston Celtics,1
2001-01-31,Washington Wizards,Orlando Magic,1
2001-01-31,Atlanta Hawks,Toronto Raptors,0
2001-01-31,New Jersey Nets,Detroit Pistons,1
2001-01-31,Milwaukee Bucks,Denver Nuggets,0
2001-01-31,Minnesota Timberwolves,Los Angeles Lakers,0
2001-01-31,San Antonio Spurs,Los Angeles Clippers,0
2001-01-31,Phoenix Suns,Vancouver Grizzlies,0
2001-02-01,Cleveland Cavaliers,Minnesota Timberwolves,1
2001-02-01,Dallas Mavericks,Miami Heat,0
2001-02-01,New York Knicks,Philadelphia 76ers,1
2001-02-01,Houston Rockets,Los Angeles Clippers,1
2001-02-01,Utah Jazz,Charlotte Hornets,0
2001-02-01,Portland Trail Blazers,Phoenix Suns,0
2001-02-01,Seattle SuperSonics,Chicago Bulls,0
2001-02-02,Indiana Pacers,Denver Nuggets,0
2001-02-02,Philadelphia 76ers,Orlando Magic,1
2001-02-02,Atlanta Hawks,Miami Heat,1
2001-02-02,New Jersey Nets,New York Knicks,1
2001-02-02,Detroit Pistons,Boston Celtics,1
2001-02-02,Los Angeles Lakers,Charlotte Hornets,0
2001-02-02,Sacramento Kings,Vancouver Grizzlies,0
2001-02-03,Toronto Raptors,Minnesota Timberwolves,1
2001-02-03,Washington Wizards,Denver Nuggets,1
2001-02-03,Cleveland Cavaliers,Detroit Pistons,1
2001-02-03,Orlando Magic,Atlanta Hawks,0
2001-02-03,Dallas Mavericks,Golden State Warriors,0
2001-02-03,Milwaukee Bucks,Indiana Pacers,0
2001-02-03,San Antonio Spurs,Houston Rockets,0
2001-02-03,Utah Jazz,Seattle SuperSonics,0
2001-02-03,Vancouver Grizzlies,Chicago Bulls,0
2001-02-03,Los Angeles Clippers,Portland Trail Blazers,0
2001-02-04,Miami Heat,New York Knicks,1
2001-02-04,Los Angeles Lakers,Sacramento Kings,0
2001-02-04,Boston Celtics,Cleveland Cavaliers,0
2001-02-04,New Jersey Nets,Philadelphia 76ers,0
2001-02-04,Phoenix Suns,Charlotte Hornets,0
2001-02-05,Philadelphia 76ers,Denver Nuggets,0
2001-02-05,Toronto Raptors,Boston Celtics,0
2001-02-05,Atlanta Hawks,Dallas Mavericks,1
2001-02-05,Houston Rockets,New York Knicks,0
2001-02-05,San Antonio Spurs,Golden State Warriors,0
2001-02-05,Seattle SuperSonics,Vancouver Grizzlies,0
2001-02-05,Los Angeles Clippers,Chicago Bulls,0
2001-02-06,Charlotte Hornets,Orlando Magic,1
2001-02-06,Detroit Pistons,Denver Nuggets,0
2001-02-06,New Jersey Nets,Atlanta Hawks,0
2001-02-06,Miami Heat,Indiana Pacers,0
2001-02-06,Milwaukee Bucks,Sacramento Kings,0
2001-02-06,Phoenix Suns,Chicago Bulls,0
2001-02-07,Boston Celtics,Milwaukee Bucks,0
2001-02-07,Philadelphia 76ers,Houston Rockets,1
2001-02-07,Cleveland Cavaliers,San Antonio Spurs,1
2001-02-07,New York Knicks,Dallas Mavericks,0
2001-02-07,Orlando Magic,Washington Wizards,0
2001-02-07,Minnesota Timberwolves,Sacramento Kings,0
2001-02-07,Portland Trail Blazers,Seattle SuperSonics,0
2001-02-07,Golden State Warriors,Los Angeles Clippers,0
2001-02-07,Los Angeles Lakers,Phoenix Suns,0
2001-02-07,Vancouver Grizzlies,Utah Jazz,1
2001-02-08,Charlotte Hornets,Atlanta Hawks,0
2001-02-08,Detroit Pistons,Houston Rockets,1
2001-02-08,New Jersey Nets,San Antonio Spurs,0
2001-02-08,Toronto Raptors,Denver Nuggets,0
2001-02-13,Indiana Pacers,Charlotte Hornets,1
2001-02-13,Cleveland Cavaliers,Toronto Raptors,1
2001-02-13,Miami Heat,Los Angeles Clippers,0
2001-02-13,New Jersey Nets,Los Angeles Lakers,1
2001-02-13,Milwaukee Bucks,Philadelphia 76ers,1
2001-02-13,Utah Jazz,Sacramento Kings,1
2001-02-13,Chicago Bulls,Atlanta Hawks,0
2001-02-13,Houston Rockets,Washington Wizards,0
2001-02-13,San Antonio Spurs,Dallas Mavericks,0
2001-02-13,Denver Nuggets,New York Knicks,0
2001-02-13,Portland Trail Blazers,Minnesota Timberwolves,0
2001-02-13,Vancouver Grizzlies,Boston Celtics,0
2001-02-13,Golden State Warriors,Phoenix Suns,1
2001-02-14,Atlanta Hawks,Milwaukee Bucks,1
2001-02-14,Detroit Pistons,New Jersey Nets,0
2001-02-14,Orlando Magic,Los Angeles Clippers,0
2001-02-14,Philadelphia 76ers,Los Angeles Lakers,0
2001-02-14,Phoenix Suns,Minnesota Timberwolves,0
2001-02-14,Utah Jazz,New York Knicks,0
2001-02-15,Indiana Pacers,Detroit Pistons,0
2001-02-15,Toronto Raptors,Miami Heat,1
2001-02-15,Dallas Mavericks,Cleveland Cavaliers,0
2001-02-15,San Antonio Spurs,Washington Wizards,0
2001-02-15,Portland Trail Blazers,Sacramento Kings,0
2001-02-15,Seattle SuperSonics,Boston Celtics,1
2001-02-15,Vancouver Grizzlies,Golden State Warriors,0
2001-02-16,Philadelphia 76ers,Los Angeles Clippers,0
2001-02-16,Charlotte Hornets,Los Angeles Lakers,1
2001-02-16,New York Knicks,New Jersey Nets,0
2001-02-16,Orlando Magic,Houston Rockets,0
2001-02-16,Minnesota Timberwolves,San Antonio Spurs,1
2001-02-16,Golden State Warriors,Vancouver Grizzlies,1
2001-02-16,Sacramento Kings,Denver Nuggets,0
2001-02-17,Chicago Bulls,Miami Heat,0
2001-02-17,Dallas Mavericks,Washington Wizards,0
2001-02-17,Houston Rockets,Cleveland Cavaliers,0
2001-02-17,Milwaukee Bucks,Charlotte Hornets,1
2001-02-17,Portland Trail Blazers,Boston Celtics,1
2001-02-17,Seattle SuperSonics,Atlanta Hawks,1
2001-02-18,Philadelphia 76ers,Phoenix Suns,0
2001-02-18,Toronto Raptors,San Antonio Spurs,1
2001-02-18,New Jersey Nets,Los Angeles Clippers,0
2001-02-18,Sacramento Kings,Utah Jazz,1
2001-02-18,Minnesota Timberwolves,Vancouver Grizzlies,1
2001-02-18,Indiana Pacers,Los Angeles Lakers,0
2001-02-18,Orlando Magic,New York Knicks,0
2001-02-18,Denver Nuggets,Washington Wizards,1
2001-02-18,Golden State Warriors,Atlanta Hawks,1
2001-02-19,Cleveland Cavaliers,Chicago Bulls,0
2001-02-19,Detroit Pistons,Los Angeles Clippers,1
2001-02-19,Milwaukee Bucks,San Antonio Spurs,0
2001-02-19,Utah Jazz,Boston Celtics,0
2001-02-20,Toronto Raptors,Golden State Warriors,0
2001-02-20,Washington Wizards,Vancouver Grizzlies,1
2001-02-20,Orlando Magic,Phoenix Suns,1
2001-02-20,New York Knicks,Miami Heat,0
2001-02-20,Chicago Bulls,Milwaukee Bucks,1
2001-02-20,Dallas Mavericks,Los Angeles Lakers,1
2001-02-20,Houston Rockets,Boston Celtics,0
2001-02-20,Portland Trail Blazers,Denver Nuggets,0
2001-02-20,Sacramento Kings,Atlanta Hawks,0
2001-02-21,Philadelphia 76ers,Vancouver Grizzlies,0
2001-02-21,Cleveland Cavaliers,Los Angeles Clippers,1
2001-02-21,Detroit Pistons,New York Knicks,0
2001-02-21,Miami Heat,Phoenix Suns,1
2001-02-21,New Jersey Nets,Toronto Raptors,0
2001-02-21,Minnesota Timberwolves,Houston Rockets,1
2001-02-21,San Antonio Spurs,Los Angeles Lakers,1
2001-02-21,Seattle SuperSonics,Denver Nuggets,0
2001-02-22,Washington Wizards,Sacramento Kings,1
2001-02-22,Charlotte Hornets,Golden State Warriors,0
2001-02-22,Portland Trail Blazers,Utah Jazz,1
2001-02-22,Chicago Bulls,Los Angeles Clippers,1
2001-02-22,Dallas Mavericks,Boston Celtics,0
2001-02-23,Toronto Raptors,Sacramento Kings,1
2001-02-23,Cleveland Cavaliers,Indiana Pacers,1
2001-02-23,New York Knicks,Phoenix Suns,1
2001-02-23,Detroit Pistons,Philadelphia 76ers,1
2001-02-23,Minnesota Timberwolves,Golden State Warriors,0
2001-02-23,Houston Rockets,Orlando Magic,0
2001-02-23,Milwaukee Bucks,Vancouver Grizzlies,0
2001-02-23,San Antonio Spurs,Boston Celtics,0
2001-02-23,Seattle SuperSonics,Utah Jazz,1
2001-02-23,Los Angeles Lakers,Atlanta Hawks,0
2001-02-24,Washington Wizards,Toronto Raptors,1
2001-02-24,Charlotte Hornets,Philadelphia 76ers,0
2001-02-24,Miami Heat,New Jersey Nets,0
2001-02-24,Chicago Bulls,Vancouver Grizzlies,0
2001-02-24,Dallas Mavericks,San Antonio Spurs,1
2001-02-24,Denver Nuggets,Atlanta Hawks,0
2001-02-24,Los Angeles Clippers,Portland Trail Blazers,0
2001-02-25,New York Knicks,Sacramento Kings,0
2001-02-25,Indiana Pacers,Minnesota Timberwolves,0
2001-02-25,Phoenix Suns,Utah Jazz,0
2001-02-25,Los Angeles Lakers,Orlando Magic,0
2001-02-25,Milwaukee Bucks,Golden State Warriors,0
2001-02-25,Detroit Pistons,Cleveland Cavaliers,1
2001-02-25,New Jersey Nets,Washington Wizards,0
2001-02-26,Boston Celtics,Seattle SuperSonics,0
2001-02-26,Charlotte Hornets,Indiana Pacers,0
2001-02-26,Philadelphia 76ers,Milwaukee Bucks,1
2001-02-26,Chicago Bulls,Golden State Warriors,1
2001-02-26,Houston Rockets,Portland Trail Blazers,1
2001-02-26,Denver Nuggets,Orlando Magic,1
2001-02-26,Utah Jazz,Atlanta Hawks,0
2001-02-26,Los Angeles Clippers,Dallas Mavericks,1
2001-02-27,Toronto Raptors,Cleveland Cavaliers,0
2001-02-27,Miami Heat,Washington Wizards,0
2001-02-27,New York Knicks,Seattle SuperSonics,0
2001-02-27,San Antonio Spurs,Portland Trail Blazers,1
2001-02-27,Vancouver Grizzlies,Dallas Mavericks,1
2001-02-27,Sacramento Kings,Los Angeles Clippers,0
2001-02-28,Indiana Pacers,Milwaukee Bucks,0
2001-02-28,Atlanta Hawks,Toronto Raptors,1
2001-02-28,Charlotte Hornets,New Jersey Nets,0
2001-02-28,Minnesota Timberwolves,Detroit Pistons,0
2001-02-28,Philadelphia 76ers,Miami Heat,0
2001-02-28,Chicago Bulls,Houston Rockets,1
2001-02-28,Utah Jazz,Vancouver Grizzlies,0
2001-02-28,Denver Nuggets,Los Angeles Lakers,0
2001-02-28,Golden State Warriors,Sacramento Kings,1
2001-02-28,Phoenix Suns,Orlando Magic,1
2001-03-01,Cleveland Cavaliers,Seattle SuperSonics,1
2001-03-01,New York Knicks,Boston Celtics,0
2001-03-01,Milwaukee Bucks,Houston Rockets,1
2001-03-01,San Antonio Spurs,Phoenix Suns,0
2001-03-01,Portland Trail Blazers,Los Angeles Clippers,0
2001-03-02,Indiana Pacers,Seattle SuperSonics,1
2001-03-02,Philadelphia 76ers,Washington Wizards,0
2001-03-02,Atlanta Hawks,Charlotte Hornets,1
2001-03-02,Boston Celtics,Utah Jazz,0
2001-03-02,Orlando Magic,Cleveland Cavaliers,0
2001-03-02,Toronto Raptors,New Jersey Nets,0
2001-03-02,Detroit Pistons,Miami Heat,1
2001-03-02,Chicago Bulls,New York Knicks,0
2001-03-02,Denver Nuggets,Minnesota Timberwolves,1
2001-03-02,Los Angeles Clippers,Sacramento Kings,0
2001-03-03,Vancouver Grizzlies,Los Angeles Lakers,1
2001-03-03,Dallas Mavericks,Houston Rockets,0
2001-03-03,Milwaukee Bucks,Chicago Bulls,0
2001-03-03,San Antonio Spurs,Atlanta Hawks,0
2001-03-03,Phoenix Suns,Denver Nuggets,0
2001-03-03,Portland Trail Blazers,Golden State Warriors,0
2001-03-04,Toronto Raptors,New York Knicks,0
2001-03-04,Boston Celtics,Charlotte Hornets,1
2001-03-04,Detroit Pistons,Orlando Magic,0
2001-03-04,Indiana Pacers,New Jersey Nets,1
2001-03-04,Washington Wizards,Utah Jazz,1
2001-03-04,Minnesota Timberwolves,Seattle SuperSonics,0
2001-03-04,Cleveland Cavaliers,Miami Heat,1
2001-03-04,Los Angeles Lakers,Golden State Warriors,0
2001-03-05,Atlanta Hawks,Utah Jazz,1
2001-03-05,Miami Heat,Detroit Pistons,0
2001-03-05,New Jersey Nets,Milwaukee Bucks,1
2001-03-05,Orlando Magic,Dallas Mavericks,0
2001-03-05,Vancouver Grizzlies,San Antonio Spurs,1
2001-03-05,Los Angeles Clippers,Denver Nuggets,0
2001-03-06,Charlotte Hornets,Minnesota Timberwolves,1
2001-03-06,New York Knicks,Indiana Pacers,0
2001-03-06,Chicago Bulls,Cleveland Cavaliers,0
2001-03-06,Denver Nuggets,Phoenix Suns,1
2001-03-06,Sacramento Kings,Toronto Raptors,0
2001-03-06,Portland Trail Blazers,Vancouver Grizzlies,1
2001-03-06,Seattle SuperSonics,San Antonio Spurs,1
2001-03-06,Golden State Warriors,Los Angeles Lakers,1
2001-03-07,Boston Celtics,Milwaukee Bucks,1
2001-03-07,Indiana Pacers,New York Knicks,1
2001-03-07,Philadelphia 76ers,New Jersey Nets,0
2001-03-07,Atlanta Hawks,Houston Rockets,1
2001-03-07,Cleveland Cavaliers,Washington Wizards,1
2001-03-07,Miami Heat,Dallas Mavericks,1
2001-03-07,Orlando Magic,Detroit Pistons,0
2001-03-07,Phoenix Suns,Sacramento Kings,1
2001-03-07,Utah Jazz,Seattle SuperSonics,0
2001-03-07,Los Angeles Lakers,Toronto Raptors,0
2001-03-08,Charlotte Hornets,Orlando Magic,0
2001-03-08,Portland Trail Blazers,San Antonio Spurs,1
2001-03-08,Houston Rockets,Los Angeles Clippers,0
2001-03-09,Indiana Pacers,Cleveland Cavaliers,0
2001-03-09,Philadelphia 76ers,Atlanta Hawks,0
2001-03-09,Boston Celtics,Washington Wizards,0
2001-03-09,Miami Heat,Minnesota Timberwolves,0
2001-03-09,New Jersey Nets,New York Knicks,0
2001-03-09,Detroit Pistons,Chicago Bulls,0
2001-03-09,Dallas Mavericks,Golden State Warriors,0
2001-03-09,Utah Jazz,Phoenix Suns,0
2001-03-09,Seattle SuperSonics,Toronto Raptors,1
2001-03-09,Vancouver Grizzlies,Portland Trail Blazers,0
2001-03-09,Los Angeles Lakers,San Antonio Spurs,1
2001-03-09,Sacramento Kings,Denver Nuggets,0
2001-03-10,Washington Wizards,New Jersey Nets,0
2001-03-10,Atlanta Hawks,Chicago Bulls,0
2001-03-10,Charlotte Hornets,Milwaukee Bucks,0
2001-03-10,Orlando Magic,Minnesota Timberwolves,0
2001-03-10,Houston Rockets,Golden State Warriors,0
2001-03-11,New York Knicks,Miami Heat,0
2001-03-11,Boston Celtics,Philadelphia 76ers,1
2001-03-11,Vancouver Grizzlies,Toronto Raptors,1
2001-03-11,Sacramento Kings,Utah Jazz,0
2001-03-11,Detroit Pistons,Indiana Pacers,0
2001-03-11,Cleveland Cavaliers,Milwaukee Bucks,0
2001-03-11,Phoenix Suns,Houston Rockets,0
2001-03-11,Dallas Mavericks,Los Angeles Clippers,0
2001-03-11,Los Angeles Lakers,Seattle SuperSonics,1
2001-03-12,Charlotte Hornets,Chicago Bulls,0
2001-03-12,Minnesota Timberwolves,Miami Heat,0
2001-03-12,San Antonio Spurs,Los Angeles Clippers,0
2001-03-12,Golden State Warriors,Denver Nuggets,1
2001-03-13,Toronto Raptors,Milwaukee Bucks,1
2001-03-13,Atlanta Hawks,Vancouver Grizzlies,0
2001-03-13,New York Knicks,Cleveland Cavaliers,0
2001-03-13,Orlando Magic,Sacramento Kings,1
2001-03-13,Dallas Mavericks,New Jersey Nets,0
2001-03-13,Houston Rockets,Indiana Pacers,0
2001-03-13,Seattle SuperSonics,Portland Trail Blazers,0
2001-03-13,Los Angeles Lakers,Boston Celtics,0
2001-03-14,Washington Wizards,Detroit Pistons,0
2001-03-14,Charlotte Hornets,Vancouver Grizzlies,0
2001-03-14,Cleveland Cavaliers,Orlando Magic,1
2001-03-14,Miami Heat,Sacramento Kings,0
2001-03-14,San Antonio Spurs,Minnesota Timberwolves,0
2001-03-14,Chicago Bulls,Philadelphia 76ers,1
2001-03-14,Denver Nuggets,Indiana Pacers,0
2001-03-14,Portland Trail Blazers,Phoenix Suns,1
2001-03-14,Golden State Warriors,Utah Jazz,1
2001-03-15,Detroit Pistons,Los Angeles Lakers,1
2001-03-15,New York Knicks,Toronto Raptors,0
2001-03-15,Milwaukee Bucks,Seattle SuperSonics,1
